Series,Lema,Departamento_x,CantidadVotos_2024,CantidadVotos_2019,TotalVotos_2024,TotalVotos_2019,Share_2024,Share_2019,VariacionShare,DifVotos,Serie,Departamento,Municipio,Habilitados
AEA AEB,Partido Independiente,MO,11,3,316,288,0.03481012658227848,0.010416666666666666,0.024393459915611815,8,,,,
AEA AEB,Partido Nacional,MO,80,97,316,288,0.25316455696202533,0.3368055555555556,-0.08364099859353025,-17,,,,
AEB,Partido Asamblea Popular,MO,5,4,308,313,0.016233766233766232,0.012779552715654952,0.0034542135181112807,1,AEB,Montevideo,Municipio B,764.0
AEB,Partido Cabildo Abierto,MO,10,40,308,313,0.032467532467532464,0.12779552715654952,-0.09532799468901705,-30,AEB,Montevideo,Municipio B,764.0
AEB,Partido Colorado,MO,55,32,308,313,0.17857142857142858,0.10223642172523961,0.07633500684618896,23,AEB,Montevideo,Municipio B,764.0
AEB,PERI,MO,2,7,308,313,0.006493506493506494,0.022364217252396165,-0.01587071075888967,-5,AEB,Montevideo,Municipio B,764.0
AEB,Partido Frente Amplio,MO,155,157,308,313,0.5032467532467533,0.5015974440894568,0.0016493091572964413,-2,AEB,Montevideo,Municipio B,764.0
AEB,Partido VA/IS (G.Salle),MO,8,6,308,313,0.025974025974025976,0.019169329073482427,0.006804696900543548,2,AEB,Montevideo,Municipio B,764.0
AEB,Partido Independiente,MO,15,5,308,313,0.048701298701298704,0.01597444089456869,0.032726857806730014,10,AEB,Montevideo,Municipio B,764.0
AEB,Partido Nacional,MO,58,62,308,313,0.18831168831168832,0.19808306709265175,-0.00977137878096343,-4,AEB,Montevideo,Municipio B,764.0
AFA,Partido Asamblea Popular,MO,2,7,305,595,0.006557377049180328,0.011764705882352941,-0.005207328833172613,-5,AFA,Montevideo,Municipio B,766.0
AFA,Partido Cabildo Abierto,MO,9,41,305,595,0.029508196721311476,0.06890756302521009,-0.03939936630389861,-32,AFA,Montevideo,Municipio B,766.0
AFA,Partido Colorado,MO,56,102,305,595,0.18360655737704917,0.17142857142857143,0.012177985948477743,-46,AFA,Montevideo,Municipio B,766.0
AFA,PERI,MO,1,8,305,595,0.003278688524590164,0.013445378151260505,-0.01016668962667034,-7,AFA,Montevideo,Municipio B,766.0
AFA,Partido Frente Amplio,MO,115,212,305,595,0.3770491803278688,0.3563025210084034,0.020746659319465455,-97,AFA,Montevideo,Municipio B,766.0
AFA,Partido VA/IS (G.Salle),MO,11,2,305,595,0.036065573770491806,0.0033613445378151263,0.03270422923267668,9,AFA,Montevideo,Municipio B,766.0
AFA,Partido Independiente,MO,15,12,305,595,0.04918032786885246,0.020168067226890758,0.0290122606419617,3,AFA,Montevideo,Municipio B,766.0
AFA,Partido Nacional,MO,96,211,305,595,0.31475409836065577,0.3546218487394958,-0.03986775037884005,-115,AFA,Montevideo,Municipio B,766.0
AGA,Partido Asamblea Popular,MO,1,3,264,258,0.003787878787878788,0.011627906976744186,-0.007840028188865398,-2,AGA,Montevideo,Municipio B,673.0
AGA,Partido Cabildo Abierto,MO,5,22,264,258,0.01893939393939394,0.08527131782945736,-0.06633192389006343,-17,AGA,Montevideo,Municipio B,673.0
AGA,Partido Colorado,MO,52,51,264,258,0.19696969696969696,0.19767441860465115,-0.0007047216349541918,1,AGA,Montevideo,Municipio B,673.0
AGA,PERI,MO,1,4,264,258,0.003787878787878788,0.015503875968992248,-0.01171599718111346,-3,AGA,Montevideo,Municipio B,673.0
AGA,Partido Frente Amplio,MO,110,85,264,258,0.4166666666666667,0.32945736434108525,0.08720930232558144,25,AGA,Montevideo,Municipio B,673.0
AGA,Partido VA/IS (G.Salle),MO,4,1,264,258,0.015151515151515152,0.003875968992248062,0.01127554615926709,3,AGA,Montevideo,Municipio B,673.0
AGA,Partido Independiente,MO,5,2,264,258,0.01893939393939394,0.007751937984496124,0.011187455954897816,3,AGA,Montevideo,Municipio B,673.0
AGA,Partido Nacional,MO,86,90,264,258,0.32575757575757575,0.3488372093023256,-0.023079633544749845,-4,AGA,Montevideo,Municipio B,673.0
AGA AGB,Partido Asamblea Popular,MO,2,4,250,258,0.008,0.015503875968992248,-0.007503875968992248,-2,,,,
AGA AGB,Partido Cabildo Abierto,MO,3,16,250,258,0.012,0.06201550387596899,-0.050015503875968995,-13,,,,
AGA AGB,Partido Colorado,MO,63,48,250,258,0.252,0.18604651162790697,0.06595348837209303,15,,,,
AGA AGB,PERI,MO,2,7,250,258,0.008,0.027131782945736434,-0.019131782945736434,-5,,,,
AGA AGB,Partido Frente Amplio,MO,94,106,250,258,0.376,0.4108527131782946,-0.03485271317829458,-12,,,,
AGA AGB,Partido VA/IS (G.Salle),MO,6,2,250,258,0.024,0.007751937984496124,0.016248062015503877,4,,,,
AGA AGB,Partido Independiente,MO,13,2,250,258,0.052,0.007751937984496124,0.044248062015503874,11,,,,
AGA AGB,Partido Nacional,MO,67,73,250,258,0.268,0.28294573643410853,-0.014945736434108514,-6,,,,
AGB,Partido Asamblea Popular,MO,3,8,275,538,0.01090909090909091,0.01486988847583643,-0.003960797566745521,-5,AGB,Montevideo,Municipio B,680.0
AGB,Partido Cabildo Abierto,MO,5,48,275,538,0.01818181818181818,0.08921933085501858,-0.07103751267320041,-43,AGB,Montevideo,Municipio B,680.0
AGB,Partido Colorado,MO,45,74,275,538,0.16363636363636364,0.137546468401487,0.026089895234876648,-29,AGB,Montevideo,Municipio B,680.0
AGB,PERI,MO,2,6,275,538,0.007272727272727273,0.011152416356877323,-0.00387968908415005,-4,AGB,Montevideo,Municipio B,680.0
AGB,Partido Frente Amplio,MO,144,242,275,538,0.5236363636363637,0.44981412639405205,0.07382223724231163,-98,AGB,Montevideo,Municipio B,680.0
AGB,Partido VA/IS (G.Salle),MO,8,8,275,538,0.02909090909090909,0.01486988847583643,0.01422102061507266,0,AGB,Montevideo,Municipio B,680.0
AGB,Partido Independiente,MO,5,10,275,538,0.01818181818181818,0.01858736059479554,-0.00040554241297735896,-5,AGB,Montevideo,Municipio B,680.0
AGB,Partido Nacional,MO,63,142,275,538,0.2290909090909091,0.26394052044609667,-0.034849611355187576,-79,AGB,Montevideo,Municipio B,680.0
AHA,Partido Asamblea Popular,MO,7,6,542,584,0.012915129151291513,0.010273972602739725,0.0026411565485517877,1,AHA,Montevideo,Municipio B,1089.0
AHA,Partido Cabildo Abierto,MO,10,58,542,584,0.01845018450184502,0.09931506849315068,-0.08086488399130566,-48,AHA,Montevideo,Municipio B,1089.0
AHA,Partido Colorado,MO,116,117,542,584,0.2140221402214022,0.20034246575342465,0.013679674467977548,-1,AHA,Montevideo,Municipio B,1089.0
AHA,PERI,MO,3,11,542,584,0.005535055350553505,0.018835616438356163,-0.013300561087802658,-8,AHA,Montevideo,Municipio B,1089.0
AHA,Partido Frente Amplio,MO,180,175,542,584,0.33210332103321033,0.2996575342465753,0.03244578678663501,5,AHA,Montevideo,Municipio B,1089.0
AHA,Partido VA/IS (G.Salle),MO,13,11,542,584,0.023985239852398525,0.018835616438356163,0.005149623414042362,2,AHA,Montevideo,Municipio B,1089.0
AHA,Partido Independiente,MO,38,13,542,584,0.07011070110701106,0.02226027397260274,0.047850427134408326,25,AHA,Montevideo,Municipio B,1089.0
AHA,Partido Nacional,MO,175,193,542,584,0.32287822878228783,0.3304794520547945,-0.007601223272506674,-18,AHA,Montevideo,Municipio B,1089.0
AHA AHB,Partido Asamblea Popular,MO,2,4,247,286,0.008097165991902834,0.013986013986013986,-0.005888847994111152,-2,,,,
AHA AHB,Partido Cabildo Abierto,MO,12,23,247,286,0.048582995951417005,0.08041958041958042,-0.03183658446816341,-11,,,,
AHA AHB,Partido Colorado,MO,45,58,247,286,0.18218623481781376,0.20279720279720279,-0.020610967979389022,-13,,,,
AHA AHB,PERI,MO,1,10,247,286,0.004048582995951417,0.03496503496503497,-0.03091645196908355,-9,,,,
AHA AHB,Partido Frente Amplio,MO,95,111,247,286,0.38461538461538464,0.3881118881118881,-0.003496503496503489,-16,,,,
AHA AHB,Partido VA/IS (G.Salle),MO,7,2,247,286,0.02834008097165992,0.006993006993006993,0.021347073978652927,5,,,,
AHA AHB,Partido Independiente,MO,8,3,247,286,0.032388663967611336,0.01048951048951049,0.021899153478100848,5,,,,
AHA AHB,Partido Nacional,MO,77,75,247,286,0.3117408906882591,0.26223776223776224,0.04950312845049687,2,,,,
AHB,Partido Asamblea Popular,MO,2,5,314,615,0.006369426751592357,0.008130081300813009,-0.001760654549220652,-3,AHB,Montevideo,Municipio B,725.0
AHB,Partido Cabildo Abierto,MO,5,54,314,615,0.01592356687898089,0.08780487804878048,-0.0718813111697996,-49,AHB,Montevideo,Municipio B,725.0
AHB,Partido Colorado,MO,42,94,314,615,0.1337579617834395,0.15284552845528454,-0.019087566671845052,-52,AHB,Montevideo,Municipio B,725.0
AHB,PERI,MO,3,13,314,615,0.009554140127388535,0.02113821138211382,-0.011584071254725286,-10,AHB,Montevideo,Municipio B,725.0
AHB,Partido Frente Amplio,MO,164,268,314,615,0.5222929936305732,0.43577235772357725,0.08652063590699599,-104,AHB,Montevideo,Municipio B,725.0
AHB,Partido VA/IS (G.Salle),MO,9,5,314,615,0.028662420382165606,0.008130081300813009,0.020532339081352595,4,AHB,Montevideo,Municipio B,725.0
AHB,Partido Independiente,MO,14,15,314,615,0.044585987261146494,0.024390243902439025,0.02019574335870747,-1,AHB,Montevideo,Municipio B,725.0
AHB,Partido Nacional,MO,75,161,314,615,0.23885350318471338,0.26178861788617885,-0.022935114701465475,-86,AHB,Montevideo,Municipio B,725.0
AIA,Partido Asamblea Popular,MO,40,74,5923,6007,0.006753334458889077,0.012318961211919428,-0.005565626753030351,-34,AIA,Montevideo,Municipio B,7762.0
AIA,Partido Cabildo Abierto,MO,121,494,5923,6007,0.020428836738139455,0.08223738971200266,-0.0618085529738632,-373,AIA,Montevideo,Municipio B,7762.0
AIA,Partido Colorado,MO,1042,880,5923,6007,0.17592436265406045,0.14649575495255535,0.0294286077015051,162,AIA,Montevideo,Municipio B,7762.0
AIA,PERI,MO,23,112,5923,6007,0.003883167313861219,0.018644914266688864,-0.014761746952827646,-89,AIA,Montevideo,Municipio B,7762.0
AIA,Partido Frente Amplio,MO,2778,2501,5923,6007,0.46901907816984634,0.4163475944731147,0.052671483696731636,277,AIA,Montevideo,Municipio B,7762.0
AIA,Partido VA/IS (G.Salle),MO,199,81,5923,6007,0.033597838932973155,0.013484268353587481,0.020113570579385676,118,AIA,Montevideo,Municipio B,7762.0
AIA,Partido Independiente,MO,250,76,5923,6007,0.04220834036805673,0.012651906109538872,0.029556434258517856,174,AIA,Montevideo,Municipio B,7762.0
AIA,Partido Nacional,MO,1470,1789,5923,6007,0.24818504136417355,0.29781921092059266,-0.04963416955641911,-319,AIA,Montevideo,Municipio B,7762.0
AIB,Partido Asamblea Popular,MO,2,5,338,611,0.005917159763313609,0.008183306055646482,-0.0022661462923328725,-3,AIB,Montevideo,Municipio B,1210.0
AIB,Partido Cabildo Abierto,MO,10,52,338,611,0.029585798816568046,0.0851063829787234,-0.055520584162155356,-42,AIB,Montevideo,Municipio B,1210.0
AIB,Partido Colorado,MO,80,106,338,611,0.23668639053254437,0.1734860883797054,0.06320030215283898,-26,AIB,Montevideo,Municipio B,1210.0
AIB,Partido Frente Amplio,MO,113,196,338,611,0.3343195266272189,0.32078559738134205,0.013533929245876875,-83,AIB,Montevideo,Municipio B,1210.0
AIB,Partido VA/IS (G.Salle),MO,8,6,338,611,0.023668639053254437,0.009819967266775777,0.01384867178647866,2,AIB,Montevideo,Municipio B,1210.0
AIB,Partido Independiente,MO,15,13,338,611,0.04437869822485207,0.02127659574468085,0.023102102480171218,2,AIB,Montevideo,Municipio B,1210.0
AIB,Partido Nacional,MO,110,233,338,611,0.3254437869822485,0.381342062193126,-0.05589827521087748,-123,AIB,Montevideo,Municipio B,1210.0
AIB AJA,Partido Asamblea Popular,MO,1,2,313,290,0.003194888178913738,0.006896551724137931,-0.003701663545224193,-1,,,,
AIB AJA,Partido Cabildo Abierto,MO,7,21,313,290,0.022364217252396165,0.07241379310344828,-0.05004957585105212,-14,,,,
AIB AJA,Partido Colorado,MO,51,60,313,290,0.16293929712460065,0.20689655172413793,-0.04395725459953728,-9,,,,
AIB AJA,PERI,MO,2,2,313,290,0.006389776357827476,0.006896551724137931,-0.0005067753663104552,0,,,,
AIB AJA,Partido Frente Amplio,MO,119,91,313,290,0.3801916932907348,0.3137931034482759,0.06639858984245894,28,,,,
AIB AJA,Partido VA/IS (G.Salle),MO,8,3,313,290,0.025559105431309903,0.010344827586206896,0.015214277845103007,5,,,,
AIB AJA,Partido Independiente,MO,14,2,313,290,0.04472843450479233,0.006896551724137931,0.0378318827806544,12,,,,
AIB AJA,Partido Nacional,MO,111,109,313,290,0.3546325878594249,0.3758620689655172,-0.021229481106092296,2,,,,
AJA,Partido Asamblea Popular,MO,5,6,350,334,0.014285714285714285,0.017964071856287425,-0.0036783575705731392,-1,AJA,Montevideo,Municipio B,1223.0
AJA,Partido Cabildo Abierto,MO,16,32,350,334,0.045714285714285714,0.09580838323353294,-0.050094097519247226,-16,AJA,Montevideo,Municipio B,1223.0
AJA,Partido Colorado,MO,70,59,350,334,0.2,0.17664670658682635,0.02335329341317366,11,AJA,Montevideo,Municipio B,1223.0
AJA,PERI,MO,1,4,350,334,0.002857142857142857,0.011976047904191617,-0.00911890504704876,-3,AJA,Montevideo,Municipio B,1223.0
AJA,Partido Frente Amplio,MO,132,115,350,334,0.37714285714285717,0.344311377245509,0.03283147989734819,17,AJA,Montevideo,Municipio B,1223.0
AJA,Partido VA/IS (G.Salle),MO,9,4,350,334,0.025714285714285714,0.011976047904191617,0.013738237810094096,5,AJA,Montevideo,Municipio B,1223.0
AJA,Partido Independiente,MO,14,5,350,334,0.04,0.014970059880239521,0.02502994011976048,9,AJA,Montevideo,Municipio B,1223.0
AJA,Partido Nacional,MO,103,109,350,334,0.29428571428571426,0.3263473053892216,-0.032061591103507314,-6,AJA,Montevideo,Municipio B,1223.0
AJA AJB,Partido Asamblea Popular,MO,3,3,333,303,0.009009009009009009,0.009900990099009901,-0.0008919810900008922,0,,,,
AJA AJB,Partido Cabildo Abierto,MO,5,27,333,303,0.015015015015015015,0.0891089108910891,-0.0740938958760741,-22,,,,
AJA AJB,Partido Colorado,MO,64,48,333,303,0.1921921921921922,0.15841584158415842,0.03377635060803377,16,,,,
AJA AJB,Partido Frente Amplio,MO,136,124,333,303,0.4084084084084084,0.40924092409240925,-0.0008325156840008341,12,,,,
AJA AJB,Partido VA/IS (G.Salle),MO,6,4,333,303,0.018018018018018018,0.013201320132013201,0.004816697886004816,2,,,,
AJA AJB,Partido Independiente,MO,26,5,333,303,0.07807807807807808,0.0165016501650165,0.06157642791306158,21,,,,
AJA AJB,Partido Nacional,MO,93,92,333,303,0.27927927927927926,0.30363036303630364,-0.024351083757024383,1,,,,
AJB,Partido Asamblea Popular,MO,5,10,351,670,0.014245014245014245,0.014925373134328358,-0.0006803588893141126,-5,AJB,Montevideo,Municipio B,822.0
AJB,Partido Cabildo Abierto,MO,9,61,351,670,0.02564102564102564,0.09104477611940298,-0.06540375047837735,-52,AJB,Montevideo,Municipio B,822.0
AJB,Partido Colorado,MO,70,98,351,670,0.19943019943019943,0.14626865671641792,0.05316154271378151,-28,AJB,Montevideo,Municipio B,822.0
AJB,PERI,MO,5,15,351,670,0.014245014245014245,0.022388059701492536,-0.00814304545647829,-10,AJB,Montevideo,Municipio B,822.0
AJB,Partido Frente Amplio,MO,149,266,351,670,0.42450142450142453,0.3970149253731343,0.02748649912829021,-117,AJB,Montevideo,Municipio B,822.0
AJB,Partido VA/IS (G.Salle),MO,12,5,351,670,0.03418803418803419,0.007462686567164179,0.02672534762087001,7,AJB,Montevideo,Municipio B,822.0
AJB,Partido Independiente,MO,19,13,351,670,0.05413105413105413,0.019402985074626865,0.034728069056427266,6,AJB,Montevideo,Municipio B,822.0
AJB,Partido Nacional,MO,82,202,351,670,0.2336182336182336,0.30149253731343284,-0.06787430369519923,-120,AJB,Montevideo,Municipio B,822.0
AKA,Partido Asamblea Popular,MO,85,168,9916,9623,0.008572004840661557,0.017458173126883508,-0.00888616828622195,-83,AKA,Montevideo,Municipio B,12233.0
AKA,Partido Cabildo Abierto,MO,200,609,9916,9623,0.02016942315449778,0.06328587758495272,-0.043116454430454934,-409,AKA,Montevideo,Municipio B,12233.0
AKA,Partido Colorado,MO,1438,1267,9916,9623,0.14501815248083905,0.13166372233191312,0.013354430148925928,171,AKA,Montevideo,Municipio B,12233.0
AKA,PERI,MO,38,198,9916,9623,0.0038321903993545786,0.020575704042398422,-0.016743513643043842,-160,AKA,Montevideo,Municipio B,12233.0
AKA,Partido Frente Amplio,MO,5391,4715,9916,9623,0.5436668011294877,0.4899719422217604,0.05369485890772735,676,AKA,Montevideo,Municipio B,12233.0
AKA,Partido VA/IS (G.Salle),MO,330,125,9916,9623,0.033279548204921336,0.012989712147978802,0.020289836056942533,205,AKA,Montevideo,Municipio B,12233.0
AKA,Partido Independiente,MO,331,164,9916,9623,0.033380395320693826,0.017042502338148188,0.01633789298254564,167,AKA,Montevideo,Municipio B,12233.0
AKA,Partido Nacional,MO,2103,2377,9916,9623,0.21208148446954417,0.24701236620596487,-0.0349308817364207,-274,AKA,Montevideo,Municipio B,12233.0
AKB,Partido Asamblea Popular,MO,2,24,595,1121,0.0033613445378151263,0.021409455842997322,-0.018048111305182198,-22,AKB,Montevideo,Municipio B,1128.0
AKB,Partido Cabildo Abierto,MO,17,79,595,1121,0.02857142857142857,0.0704727921498662,-0.04190136357843763,-62,AKB,Montevideo,Municipio B,1128.0
AKB,Partido Colorado,MO,114,181,595,1121,0.1915966386554622,0.16146297948260482,0.030133659172857374,-67,AKB,Montevideo,Municipio B,1128.0
AKB,Partido Frente Amplio,MO,274,494,595,1121,0.46050420168067224,0.4406779661016949,0.019826235578977336,-220,AKB,Montevideo,Municipio B,1128.0
AKB,Partido VA/IS (G.Salle),MO,7,7,595,1121,0.011764705882352941,0.006244424620874219,0.005520281261478722,0,AKB,Montevideo,Municipio B,1128.0
AKB,Partido Independiente,MO,42,20,595,1121,0.07058823529411765,0.01784121320249777,0.052747022091619876,22,AKB,Montevideo,Municipio B,1128.0
AKB,Partido Nacional,MO,139,316,595,1121,0.23361344537815126,0.2818911685994648,-0.04827772322131352,-177,AKB,Montevideo,Municipio B,1128.0
ALA,Partido Asamblea Popular,MO,5,20,606,941,0.00825082508250825,0.021253985122210415,-0.013003160039702165,-15,ALA,Montevideo,Municipio B,1505.0
ALA,Partido Cabildo Abierto,MO,17,76,606,941,0.028052805280528052,0.08076514346439957,-0.05271233818387152,-59,ALA,Montevideo,Municipio B,1505.0
ALA,Partido Colorado,MO,109,137,606,941,0.17986798679867988,0.14558979808714134,0.03427818871153854,-28,ALA,Montevideo,Municipio B,1505.0
ALA,PERI,MO,5,16,606,941,0.00825082508250825,0.01700318809776833,-0.00875236301526008,-11,ALA,Montevideo,Municipio B,1505.0
ALA,Partido Frente Amplio,MO,247,349,606,941,0.4075907590759076,0.3708820403825717,0.03670871869333586,-102,ALA,Montevideo,Municipio B,1505.0
ALA,Partido VA/IS (G.Salle),MO,12,13,606,941,0.019801980198019802,0.01381509032943677,0.005986889868583032,-1,ALA,Montevideo,Municipio B,1505.0
ALA,Partido Independiente,MO,36,20,606,941,0.0594059405940594,0.021253985122210415,0.03815195547184899,16,ALA,Montevideo,Municipio B,1505.0
ALA,Partido Nacional,MO,175,310,606,941,0.2887788778877888,0.3294367693942614,-0.04065789150647264,-135,ALA,Montevideo,Municipio B,1505.0
